date,Code Insee Region,Superficie (km2),Population (2021),Densité (2021) (hab./km2),retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,TMin (°C),TMax (°C),TMoy (°C), pm25, pm10, o3, no2,Vaccination,Cas epidemiques
23/03/2020,27,47784,2800194,58.6,-81,-41,-52,-76,-69,29,-0.05,12.77,6.36,22,13,35,4,0,821
24/03/2020,27,47784,2800194,58.6,-83,-46,-52,-73,-70,31,-2.77,12.48,4.86,25,19,37,7,0,954
25/03/2020,27,47784,2800194,58.6,-84,-52,-58,-74,-69,29,-2.62,12.03,4.71,56,20,36,5,0,1180
26/03/2020,27,47784,2800194,58.6,-83,-48,-57,-75,-70,32,-0.7,11.27,5.28,57,23,36,4,0,1356
27/03/2020,27,47784,2800194,58.6,-83,-47,-55,-80,-69,35,-0.38,13.77,6.69,58,39,42,3,0,1479
28/03/2020,27,47784,2800194,58.6,-88,-60,-67,-84,-55,24,0.43,18.07,9.25,65,20,34,1,0,1572
29/03/2020,27,47784,2800194,58.6,-87,-77,-77,-88,-54,18,2.55,7.65,5.1,48,7,33,1,0,1744
30/03/2020,27,47784,2800194,58.6,-83,-48,-56,-77,-69,30,1.67,8.93,5.3,15,10,38,2,0,1803
31/03/2020,27,47784,2800194,58.6,-88,-40,-47,-73,-69,31,-1.65,12.68,5.52,21,14,40,4,0,1827
01/04/2020,27,47784,2800194,58.6,-89,-43,-50,-73,-66,28,-2.58,13.83,5.62,41,19,42,4,0,1925
02/04/2020,27,47784,2800194,58.6,-88,-39,-50,-74,-68,31,-2.18,14.62,6.22,52,17,37,3,0,2033
03/04/2020,27,47784,2800194,58.6,-85,-40,-52,-79,-67,34,-0.53,14.38,6.92,44,15,37,5,0,2055
04/04/2020,27,47784,2800194,58.6,-89,-50,-63,-82,-53,23,1.17,17.92,9.54,37,16,44,7,0,2150
05/04/2020,27,47784,2800194,58.6,-83,-67,-61,-84,-49,17,2.45,21.92,12.18,44,16,43,8,0,2240
06/04/2020,27,47784,2800194,58.6,-81,-38,-46,-74,-67,28,5.42,21.75,13.58,58,17,49,5,0,2351
07/04/2020,27,47784,2800194,58.6,-81,-38,-45,-72,-67,29,3.87,23.65,13.76,33,24,52,7,0,2423
08/04/2020,27,47784,2800194,58.6,-83,-41,-51,-72,-64,26,5.28,23.67,14.48,43,21,52,3,0,2453
09/04/2020,27,47784,2800194,58.6,-81,-35,-51,-73,-66,29,5.07,24.33,14.7,41,22,57,4,0,2421
10/04/2020,27,47784,2800194,58.6,-81,-34,-50,-79,-66,33,5.72,24.78,15.25,43,19,52,4,0,2563
11/04/2020,27,47784,2800194,58.6,-86,-44,-64,-83,-51,22,5.4,25.08,15.24,38,17,40,1,0,2476
12/04/2020,27,47784,2800194,58.6,-79,-65,-63,-86,-47,16,6.43,23.83,15.13,32,18,39,1,0,2584
13/04/2020,27,47784,2800194,58.6,-91,-88,-52,-87,-89,36,6.35,21.88,14.12,33,16,36,1,0,2613
14/04/2020,27,47784,2800194,58.6,-77,-24,-47,-72,-64,28,3.25,15.42,9.33,22,17,41,3,0,2719
15/04/2020,27,47784,2800194,58.6,-80,-37,-46,-69,-61,26,0.57,22.25,11.41,24,20,41,6,0,2680
16/04/2020,27,47784,2800194,58.6,-79,-35,-48,-71,-63,28,6.35,23,14.68,32,21,41,4,0,2738
17/04/2020,27,47784,2800194,58.6,-79,-36,-47,-76,-62,31,8.67,23.63,16.15,25,14,34,2,0,2759
18/04/2020,27,47784,2800194,58.6,-85,-48,-61,-80,-47,22,9.25,22.92,16.08,21,8,33,2,0,2701
19/04/2020,27,47784,2800194,58.6,-82,-67,-61,-82,-44,16,9.22,22.08,15.65,12,18,40,1,0,2653
20/04/2020,27,47784,2800194,58.6,-76,-39,-40,-71,-62,27,11.67,22.65,17.16,33,19,33,1,0,2667
21/04/2020,27,47784,2800194,58.6,-76,-37,-39,-68,-62,27,9.92,18.85,14.38,31,21,42,1,0,2637
22/04/2020,27,47784,2800194,58.6,-79,-40,-42,-67,-59,24,6.17,23.62,14.89,33,20,51,4,0,2668
23/04/2020,27,47784,2800194,58.6,-77,-35,-42,-68,-61,27,6.52,24.93,15.72,36,18,46,3,0,2566
24/04/2020,27,47784,2800194,58.6,-78,-36,-43,-74,-61,30,7.47,24.48,15.98,30,16,47,1,0,2466
25/04/2020,27,47784,2800194,58.6,-84,-46,-59,-79,-45,21,10.5,23.47,16.98,30,10,40,2,0,2432
26/04/2020,27,47784,2800194,58.6,-81,-65,-57,-81,-41,15,10.93,20.05,15.49,17,14,39,2,0,2436
27/04/2020,27,47784,2800194,58.6,-72,-36,-39,-68,-59,25,5.87,23.82,14.84,16,9,35,2,0,2420
28/04/2020,27,47784,2800194,58.6,-73,-33,-44,-67,-59,25,11.73,17.5,14.62,11,9,34,1,0,2412
29/04/2020,27,47784,2800194,58.6,-75,-33,-46,-66,-56,23,9,17.82,13.41,8,10,30,1,0,2372
30/04/2020,27,47784,2800194,58.6,-71,-17,-54,-70,-59,25,10.5,15.27,12.88,10,8,32,1,0,2362
01/05/2020,27,47784,2800194,58.6,-92,-92,-61,-87,-87,40,9.25,15.58,12.42,9,9,25,1,0,2280
02/05/2020,27,47784,2800194,58.6,-79,-30,-66,-80,-44,21,9.8,15.13,12.47,12,8,31,1,0,2277
03/05/2020,27,47784,2800194,58.6,-79,-63,-55,-80,-36,15,8.08,18.98,13.53,11,8,31,2,0,2286
04/05/2020,27,47784,2800194,58.6,-68,-25,-32,-63,-54,23,9.65,23.5,16.58,11,12,20,2,0,2281
05/05/2020,27,47784,2800194,58.6,-69,-23,-41,-62,-54,24,12.18,19.37,15.77,30,15,36,1,0,2225
06/05/2020,27,47784,2800194,58.6,-71,-26,-37,-60,-50,21,10.07,20.15,15.11,24,11,44,3,0,2221
07/05/2020,27,47784,2800194,58.6,-66,-13,-34,-62,-52,22,4.83,23.62,14.23,15,12,28,3,0,2097
08/05/2020,27,47784,2800194,58.6,-84,-66,-40,-81,-79,35,8.53,26.07,17.3,18,12,29,1,0,2021
09/05/2020,27,47784,2800194,58.6,-76,-28,-48,-73,-34,18,12.37,24.97,18.67,19,17,35,1,0,2004
10/05/2020,27,47784,2800194,58.6,-74,-52,-49,-74,-26,13,13.63,24.27,18.95,24,10,26,3,0,2000
11/05/2020,27,47784,2800194,58.6,-42,-13,-34,-52,-42,17,5.95,14.55,10.25,15,10,30,3,0,1916
12/05/2020,27,47784,2800194,58.6,-40,-5,-1,-40,-41,16,3.03,14.35,8.69,11,12,27,2,0,1792
13/05/2020,27,47784,2800194,58.6,-49,-15,-34,-47,-39,15,7.18,11.97,9.58,28,16,31,1,0,1757
14/05/2020,27,47784,2800194,58.6,-45,-8,-17,-47,-40,15,8.17,15.42,11.79,42,16,33,2,0,1725
15/05/2020,27,47784,2800194,58.6,-46,-11,-7,-53,-40,18,9.17,17.95,13.56,35,14,45,2,0,1661
16/05/2020,27,47784,2800194,58.6,-51,-14,6,-55,-13,8,4.7,20.75,12.72,30,13,44,2,0,1621
17/05/2020,27,47784,2800194,58.6,-52,-19,31,-57,-1,4,5.92,20.85,13.38,20,11,41,1,0,1619
18/05/2020,27,47784,2800194,58.6,-34,-5,20,-40,-38,14,6.73,23.43,15.08,16,13,44,1,0,1593
19/05/2020,27,47784,2800194,58.6,-36,-1,26,-36,-38,14,10.13,24.97,17.55,12,15,44,1,0,1513
20/05/2020,27,47784,2800194,58.6,-31,10,22,-38,-36,10,10.87,26.32,18.59,18,15,44,2,0,1457
21/05/2020,27,47784,2800194,58.6,-58,-43,71,-62,-77,21,11.42,27.83,19.62,24,15,38,5,0,1365
22/05/2020,27,47784,2800194,58.6,-35,0,36,-56,-54,18,11.98,27.8,19.89,24,11,27,2,0,1320
23/05/2020,27,47784,2800194,58.6,-49,-19,-32,-64,-14,11,11.13,18.38,14.76,14,11,32,2,0,1314
24/05/2020,27,47784,2800194,58.6,-47,-17,41,-50,5,3,7.07,20.3,13.68,13,13,33,1,0,1310
25/05/2020,27,47784,2800194,58.6,-29,-9,24,-36,-36,13,7.53,22.3,14.92,18,12,41,1,0,1246
26/05/2020,27,47784,2800194,58.6,-31,-4,31,-33,-34,13,9.2,23.6,16.4,13,13,38,1,0,1025
27/05/2020,27,47784,2800194,58.6,-35,-6,25,-33,-31,10,8.78,24.35,16.57,15,15,46,2,0,931
28/05/2020,27,47784,2800194,58.6,-34,-2,20,-35,-33,13,9.63,25.18,17.41,25,14,41,1,0,893
29/05/2020,27,47784,2800194,58.6,-34,-1,27,-43,-33,14,10.25,23.6,16.92,12,10,40,2,0,842
30/05/2020,27,47784,2800194,58.6,-38,-3,35,-50,-1,5,8.03,23.85,15.94,18,12,42,2,0,840
31/05/2020,27,47784,2800194,58.6,-37,7,85,-52,11,1,8.72,23.58,16.15,17,13,46,5,0,830
01/06/2020,27,47784,2800194,58.6,-43,-40,99,-53,-71,19,9.2,26.92,18.06,22,15,41,7,0,828
02/06/2020,27,47784,2800194,58.6,-20,6,52,-19,-27,9,10.5,28.43,19.47,22,12,40,5,0,778
03/06/2020,27,47784,2800194,58.6,-27,-3,7,-25,-26,9,11.73,26.42,19.08,27,9,28,4,0,701
04/06/2020,27,47784,2800194,58.6,-24,1,-1,-25,-28,11,13.88,20.45,17.17,14,7,15,3,0,673
05/06/2020,27,47784,2800194,58.6,-23,-1,-7,-31,-27,12,11.1,16.83,13.97,10,9,31,2,0,655
06/06/2020,27,47784,2800194,58.6,-24,0,-17,-41,1,6,12.45,17.4,14.92,10,8,34,3,0,647
07/06/2020,27,47784,2800194,58.6,-18,6,25,-30,24,0,9.33,19.47,14.4,10,12,35,3,0,647
08/06/2020,27,47784,2800194,58.6,-17,-7,23,-20,-28,9,7.93,20.72,14.32,25,19,33,4,0,640
09/06/2020,27,47784,2800194,58.6,-20,-4,13,-21,-27,10,11.08,17.92,14.5,45,14,36,5,0,597
10/06/2020,27,47784,2800194,58.6,-23,-7,8,-22,-25,8,10.5,19.92,15.21,26,10,25,8,0,541
11/06/2020,27,47784,2800194,58.6,-20,-4,23,-20,-27,9,10.85,22.87,16.86,17,9,32,5,0,535
12/06/2020,27,47784,2800194,58.6,-22,-6,8,-26,-27,11,13.4,19.78,16.59,15,9,30,3,0,467
13/06/2020,27,47784,2800194,58.6,-25,-8,22,-36,4,4,11.58,22.63,17.11,12,11,30,5,0,451
14/06/2020,27,47784,2800194,58.6,-22,-3,58,-21,17,1,12.33,22.35,17.34,12,10,30,5,0,441
15/06/2020,27,47784,2800194,58.6,-14,-5,49,-12,-25,8,11,22.3,16.65,14,10,25,7,0,445
16/06/2020,27,47784,2800194,58.6,-14,-2,48,-12,-24,8,11.95,22.98,17.47,11,9,30,6,0,421
17/06/2020,27,47784,2800194,58.6,-20,-5,17,-18,-24,8,13.15,20.72,16.93,11,10,28,5,0,393
18/06/2020,27,47784,2800194,58.6,-15,-4,34,-14,-25,8,10.5,21.88,16.19,6,8,30,4,0,383
19/06/2020,27,47784,2800194,58.6,-13,-3,49,-18,-25,8,10.72,21.9,16.31,10,9,30,3,0,345
20/06/2020,27,47784,2800194,58.6,-19,-5,61,-24,6,2,11.47,23.78,17.62,14,11,28,1,0,345
21/06/2020,27,47784,2800194,58.6,-5,8,87,-10,24,-2,10.62,25.02,17.82,11,12,42,3,0,345
22/06/2020,27,47784,2800194,58.6,-10,-4,68,-9,-27,6,14.78,24.77,19.78,17,16,55,4,0,341
23/06/2020,27,47784,2800194,58.6,-10,0,85,-9,-25,6,11.7,29.47,20.58,28,21,53,8,0,333
24/06/2020,27,47784,2800194,58.6,-18,-5,73,-12,-22,5,14.12,31.93,23.02,32,16,45,9,0,323
25/06/2020,27,47784,2800194,58.6,-15,-1,62,-9,-22,6,16.45,32.63,24.54,32,13,38,5,0,313
26/06/2020,27,47784,2800194,58.6,-13,-2,61,-12,-23,6,18.18,28.62,23.4,24,8,25,2,0,315
27/06/2020,27,47784,2800194,58.6,-20,-6,73,-16,2,1,17.73,27.92,22.82,9,10,28,4,0,321
28/06/2020,27,47784,2800194,58.6,-15,2,55,-7,14,0,16.2,23.8,20,8,11,27,5,0,321
29/06/2020,27,47784,2800194,58.6,-5,-1,59,-9,-23,6,15.3,23.85,19.58,10,12,26,4,0,323
30/06/2020,27,47784,2800194,58.6,-3,1,89,-4,-21,5,11.67,25.75,18.71,12,10,28,3,0,293
01/07/2020,27,47784,2800194,58.6,-10,-2,65,-5,-21,4,13.73,28.47,21.1,7,11,27,3,0,263
02/07/2020,27,47784,2800194,58.6,-5,5,52,-6,-22,5,17.12,23.85,20.48,14,11,25,4,0,241
03/07/2020,27,47784,2800194,58.6,-6,0,80,-2,-22,5,13.35,24.08,18.72,10,9,17,2,0,219
04/07/2020,27,47784,2800194,58.6,-17,-5,98,4,2,-1,10.97,26.12,18.54,14,16,31,2,0,217
05/07/2020,27,47784,2800194,58.6,-2,10,119,15,12,-2,17.98,28.4,23.19,14,16,33,3,0,217
06/07/2020,27,47784,2800194,58.6,3,6,104,2,-29,6,15.98,23.13,19.56,14,19,37,6,0,217
07/07/2020,27,47784,2800194,58.6,3,6,132,2,-28,5,8.4,25.12,16.76,22,18,35,6,0,209
08/07/2020,27,47784,2800194,58.6,-8,-1,114,1,-23,3,10.32,29.25,19.78,20,15,24,4,0,203
09/07/2020,27,47784,2800194,58.6,-5,2,110,4,-28,5,13.6,32.68,23.14,15,10,28,1,0,171
10/07/2020,27,47784,2800194,58.6,-7,1,112,19,-28,5,17.92,26.82,22.37,8,11,40,1,0,171
11/07/2020,27,47784,2800194,58.6,-15,-2,130,32,-1,-2,13.28,24.68,18.98,8,12,45,3,0,179
12/07/2020,27,47784,2800194,58.6,11,23,193,23,10,-4,10.62,27.35,18.98,14,18,50,3,0,179
13/07/2020,27,47784,2800194,58.6,19,28,242,-3,-50,7,11.7,28.03,19.87,19,10,25,5,0,183
14/07/2020,27,47784,2800194,58.6,-33,-46,235,-2,-74,15,12.63,27.98,20.31,14,11,20,4,0,181
15/07/2020,27,47784,2800194,58.6,0,11,69,10,-27,4,15.68,19.92,17.8,14,11,23,2,0,177
16/07/2020,27,47784,2800194,58.6,1,6,94,2,-31,6,14.67,19.92,17.29,14,11,37,3,0,167
17/07/2020,27,47784,2800194,58.6,-4,-1,116,9,-29,6,15.43,23.08,19.26,18,12,44,4,0,160
18/07/2020,27,47784,2800194,58.6,-17,-7,128,31,0,-1,11.8,27.75,19.78,22,18,48,6,0,150
19/07/2020,27,47784,2800194,58.6,3,13,162,39,12,-3,12.53,30.5,21.52,23,23,42,3,0,150
20/07/2020,27,47784,2800194,58.6,1,6,164,9,-34,6,13.15,31.82,22.48,29,23,50,4,0,148
21/07/2020,27,47784,2800194,58.6,0,4,170,6,-34,6,16.62,29.47,23.04,23,23,50,6,0,118
22/07/2020,27,47784,2800194,58.6,-8,-2,130,4,-28,4,16.6,29.7,23.15,18,19,40,6,0,110
23/07/2020,27,47784,2800194,58.6,-4,2,142,6,-32,6,12.93,29.37,21.15,16,14,38,5,0,84
24/07/2020,27,47784,2800194,58.6,-7,-2,146,12,-31,7,16.67,28.67,22.67,12,7,23,2,0,72
25/07/2020,27,47784,2800194,58.6,-20,-8,140,28,-4,-1,13.88,28.97,21.42,6,13,38,5,0,68
26/07/2020,27,47784,2800194,58.6,3,11,142,38,8,-2,18.5,27.03,22.77,11,9,28,4,0,68
27/07/2020,27,47784,2800194,58.6,1,6,180,8,-40,7,13.95,33.92,23.93,8,19,38,4,0,66
28/07/2020,27,47784,2800194,58.6,2,7,173,2,-38,7,19.37,28.35,23.86,16,19,49,5,0,56
29/07/2020,27,47784,2800194,58.6,-6,1,154,3,-35,5,12.47,29.22,20.84,11,23,62,8,0,46
30/07/2020,27,47784,2800194,58.6,-4,5,145,9,-38,7,13.5,34.83,24.17,27,15,60,4,0,44
31/07/2020,27,47784,2800194,58.6,-15,-5,137,20,-39,8,18.02,38.77,28.39,23,11,30,2,0,46
01/08/2020,27,47784,2800194,58.6,-23,-8,127,45,-10,0,19.7,34.37,27.03,15,10,32,2,0,46
02/08/2020,27,47784,2800194,58.6,7,15,136,61,3,-2,18.75,25.68,22.22,7,14,40,3,0,46
03/08/2020,27,47784,2800194,58.6,13,16,175,17,-49,8,15.65,23.17,19.41,21,13,41,5,0,42
04/08/2020,27,47784,2800194,58.6,9,11,216,8,-48,8,11.62,24.43,18.03,27,14,46,7,0,42
05/08/2020,27,47784,2800194,58.6,0,5,193,5,-44,5,10.12,29.17,19.64,26,14,52,7,0,42
06/08/2020,27,47784,2800194,58.6,0,8,187,6,-48,7,12.2,32.1,22.15,27,14,53,8,0,48
07/08/2020,27,47784,2800194,58.6,-10,-3,181,16,-47,8,14.4,34.88,24.64,21,16,52,5,0,48
08/08/2020,27,47784,2800194,58.6,-24,-11,152,44,-13,-1,15.98,36.47,26.22,29,18,59,7,0,46
09/08/2020,27,47784,2800194,58.6,4,19,163,54,0,-3,17.72,36.52,27.12,27,19,57,7,0,46
10/08/2020,27,47784,2800194,58.6,6,13,208,15,-53,9,19.37,34.8,27.08,28,20,52,6,0,48
11/08/2020,27,47784,2800194,58.6,2,9,223,2,-53,9,18.87,35.53,27.2,30,14,49,7,0,50
12/08/2020,27,47784,2800194,58.6,-9,1,183,3,-49,7,19.67,34.67,27.17,19,7,32,4,0,54
13/08/2020,27,47784,2800194,58.6,-2,7,168,8,-52,9,18.52,30.72,24.62,10,10,44,4,0,56
14/08/2020,27,47784,2800194,58.6,-4,4,161,15,-51,9,19.05,26.27,22.66,11,7,43,5,0,58
15/08/2020,27,47784,2800194,58.6,-32,-29,172,41,-27,0,15.18,29.82,22.5,12,9,29,5,0,62
16/08/2020,27,47784,2800194,58.6,9,18,135,60,1,-2,16.38,28.15,22.27,11,8,30,6,0,62
17/08/2020,27,47784,2800194,58.6,9,16,,22,-49,8,15,26.93,20.97,9,8,33,6,0,66
18/08/2020,27,47784,2800194,58.6,6,12,,6,-46,8,14.63,27.4,21.02,9,15,42,7,0,58
19/08/2020,27,47784,2800194,58.6,-4,3,162,5,-43,6,14.8,28.73,21.77,20,14,37,6,0,50
20/08/2020,27,47784,2800194,58.6,-5,3,170,7,-46,7,17.45,36.02,26.73,16,10,31,6,0,46
21/08/2020,27,47784,2800194,58.6,-11,-4,155,10,-45,9,20.65,32.37,26.51,17,18,47,11,0,36
22/08/2020,27,47784,2800194,58.6,-17,-11,123,39,-11,0,17.12,26.4,21.76,19,15,48,12,0,38
23/08/2020,27,47784,2800194,58.6,10,13,141,57,5,-3,15.87,24.57,20.22,18,14,31,5,0,40
24/08/2020,27,47784,2800194,58.6,5,7,,12,-37,6,12.4,25.35,18.88,19,12,30,2,0,44
25/08/2020,27,47784,2800194,58.6,3,5,,7,-36,6,11.03,30.28,20.66,13,15,37,3,0,40
26/08/2020,27,47784,2800194,58.6,-5,-1,126,5,-31,4,18.37,26.3,22.33,10,15,41,8,0,36
27/08/2020,27,47784,2800194,58.6,-1,3,125,7,-34,5,10.78,28.08,19.43,17,20,53,10,0,42
28/08/2020,27,47784,2800194,58.6,-7,-3,67,5,-34,8,14.37,21.6,17.98,13,19,28,4,0,52
29/08/2020,27,47784,2800194,58.6,-12,-8,84,25,-6,0,12.3,21.93,17.12,15,13,34,6,0,52
30/08/2020,27,47784,2800194,58.6,0,3,53,33,5,0,12.4,18.42,15.41,16,14,38,6,0,52
31/08/2020,27,47784,2800194,58.6,8,8,73,4,-30,6,11.97,20.1,16.03,9,17,43,7,0,52
01/09/2020,27,47784,2800194,58.6,2,7,83,8,-30,4,9.83,21.82,15.82,19,20,52,12,0,48
02/09/2020,27,47784,2800194,58.6,-7,1,77,3,-25,3,9.17,23.35,16.26,27,26,46,16,0,60
03/09/2020,27,47784,2800194,58.6,-7,-1,77,3,-26,2,9.68,26.08,17.88,37,24,44,9,0,58
04/09/2020,27,47784,2800194,58.6,-6,-2,95,4,-25,1,10.78,30.72,20.75,28,27,57,3,0,64
05/09/2020,27,47784,2800194,58.6,-12,-4,90,-6,-4,0,13.52,25.18,19.35,42,25,54,7,0,70
06/09/2020,27,47784,2800194,58.6,6,8,94,13,4,-1,10.42,20.58,15.5,49,17,41,7,0,70
07/09/2020,27,47784,2800194,58.6,1,3,90,9,-27,2,6.77,23.45,15.11,36,13,33,6,0,74
08/09/2020,27,47784,2800194,58.6,-3,0,93,7,-26,2,8.07,26.38,17.22,29,15,45,8,0,76
09/09/2020,27,47784,2800194,58.6,-9,-3,84,5,-22,1,8.52,28.47,18.49,24,16,37,9,0,78
10/09/2020,27,47784,2800194,58.6,-8,-1,86,4,-24,0,12.53,28.33,20.43,22,14,19,6,0,92
11/09/2020,27,47784,2800194,58.6,-8,-4,97,6,-24,-1,13.12,28.75,20.93,30,9,26,8,0,92
12/09/2020,27,47784,2800194,58.6,-14,-7,101,-7,-3,-3,11.42,28.52,19.97,5,8,28,4,0,96
13/09/2020,27,47784,2800194,58.6,5,8,124,15,5,-4,9.88,30.57,20.23,5,10,25,4,0,92
14/09/2020,27,47784,2800194,58.6,-5,-1,97,7,-18,0,13.13,34,23.57,10,6,20,3,0,100
15/09/2020,27,47784,2800194,58.6,-7,-1,90,7,-19,1,15.32,32.97,24.14,12,7,24,8,0,110
16/09/2020,27,47784,2800194,58.6,-13,-6,74,4,-18,1,14.25,32.73,23.49,10,14,19,8,0,130
17/09/2020,27,47784,2800194,58.6,-11,-4,73,2,-19,1,16.32,29.83,23.08,22,13,25,9,0,140
18/09/2020,27,47784,2800194,58.6,-11,-6,86,4,-19,1,13.65,31.93,22.79,18,15,16,10,0,142
19/09/2020,27,47784,2800194,58.6,-17,-10,80,-14,-4,0,18.22,29.13,23.68,29,11,24,10,0,146
20/09/2020,27,47784,2800194,58.6,1,1,104,9,3,-1,14.82,25.68,20.25,22,7,27,4,0,150
21/09/2020,27,47784,2800194,58.6,-5,-1,74,3,-20,2,13.12,26.52,19.82,9,7,27,4,0,170
22/09/2020,27,47784,2800194,58.6,-9,-2,66,3,-17,2,12.27,24.13,18.2,9,7,23,5,0,184
23/09/2020,27,47784,2800194,58.6,-14,-5,53,0,-14,2,14.83,24.08,19.46,7,10,25,6,0,207
24/09/2020,27,47784,2800194,58.6,-17,-6,25,-3,-15,3,13.92,20.7,17.31,12,11,21,9,0,209
25/09/2020,27,47784,2800194,58.6,-15,-5,27,-4,-15,4,8.75,14.72,11.73,17,14,20,9,0,218
26/09/2020,27,47784,2800194,58.6,-19,-7,22,-28,-3,3,7.15,13.42,10.28,18,15,21,7,0,232
27/09/2020,27,47784,2800194,58.6,-26,-15,-10,-15,-5,3,7.47,10.67,9.07,23,10,25,5,0,236
28/09/2020,27,47784,2800194,58.6,-12,-3,19,-4,-13,4,8.93,12.95,10.94,15,9,18,5,0,222
29/09/2020,27,47784,2800194,58.6,-10,0,39,-3,-13,3,9.25,17.72,13.48,14,12,23,6,0,238
30/09/2020,27,47784,2800194,58.6,-13,-3,40,-2,-12,2,9.78,19.87,14.82,12,13,18,9,0,237
01/10/2020,27,47784,2800194,58.6,-15,0,4,-7,-11,2,9.63,16.78,13.21,20,11,20,5,0,230
02/10/2020,27,47784,2800194,58.6,-17,-5,-5,-7,-13,3,10.52,13.67,12.09,12,9,14,5,0,241
03/10/2020,27,47784,2800194,58.6,-16,-3,3,-30,-5,2,8.03,14.45,11.24,7,9,11,4,0,247
04/10/2020,27,47784,2800194,58.6,-17,-7,13,-14,-2,2,8.68,15.27,11.98,12,11,16,4,0,259
05/10/2020,27,47784,2800194,58.6,-10,-1,7,-2,-13,2,9.13,13.08,11.11,23,12,25,7,0,267
06/10/2020,27,47784,2800194,58.6,-11,0,10,-2,-14,2,10.6,15.6,13.1,28,20,18,11,0,291
07/10/2020,27,47784,2800194,58.6,-14,-3,19,-2,-11,2,11.1,16.28,13.69,44,15,34,11,0,283
08/10/2020,27,47784,2800194,58.6,-14,-2,23,-5,-11,2,9.03,18.18,13.61,27,30,36,8,0,295
09/10/2020,27,47784,2800194,58.6,-13,-3,32,-5,-11,2,10.92,17.93,14.42,18,31,26,9,0,296
10/10/2020,27,47784,2800194,58.6,-16,-5,23,-30,-4,2,8.88,14.65,11.77,39,14,26,8,0,319
11/10/2020,27,47784,2800194,58.6,-19,-9,14,-17,-3,3,3.72,12.08,7.9,33,9,22,10,0,335
12/10/2020,27,47784,2800194,58.6,-11,-3,32,-2,-13,3,5.4,12.7,9.05,10,12,18,9,0,367
13/10/2020,27,47784,2800194,58.6,-12,2,27,-3,-13,3,4.37,11.33,7.85,22,9,21,11,0,436
14/10/2020,27,47784,2800194,58.6,-16,-2,20,-3,-10,4,6.4,13.18,9.79,10,11,20,12,0,482
15/10/2020,27,47784,2800194,58.6,-17,-1,7,-4,-11,4,4.48,10.15,7.32,17,11,26,8,0,530
16/10/2020,27,47784,2800194,58.6,-15,-1,16,-1,-12,4,8.3,12.92,10.61,14,10,21,6,0,576
17/10/2020,27,47784,2800194,58.6,-21,-6,22,-15,-7,3,7.87,11.98,9.93,14,13,17,10,0,572
18/10/2020,27,47784,2800194,58.6,-8,-3,66,0,-4,1,3.55,14.15,8.85,21,17,11,6,0,604
19/10/2020,27,47784,2800194,58.6,-7,1,59,-6,-28,7,1.48,14.83,8.16,35,18,20,5,0,678
20/10/2020,27,47784,2800194,58.6,-10,0,49,-7,-28,7,7.12,18.28,12.7,50,19,26,8,0,767
21/10/2020,27,47784,2800194,58.6,-16,-4,35,-5,-24,5,13.07,21.92,17.49,42,13,23,7,0,826
22/10/2020,27,47784,2800194,58.6,-13,0,29,-7,-28,7,13.05,19.98,16.52,14,12,24,4,0,858
23/10/2020,27,47784,2800194,58.6,-16,-3,14,-11,-30,9,12.92,16.1,14.51,15,13,15,5,0,934
24/10/2020,27,47784,2800194,58.6,-24,-5,37,-14,-11,4,10.32,16.25,13.28,21,17,10,9,0,1014
25/10/2020,27,47784,2800194,58.6,-11,4,51,-2,-10,2,8,16.35,12.18,42,17,5,14,0,1089
26/10/2020,27,47784,2800194,58.6,-8,4,43,-12,-34,9,7.8,13.32,10.56,80,15,25,8,0,1285
27/10/2020,27,47784,2800194,58.6,-9,5,42,-10,-33,9,6.53,12.92,9.72,57,16,17,10,0,1367
28/10/2020,27,47784,2800194,58.6,-9,12,27,-11,-28,6,9.78,15.03,12.41,40,16,5,8,0,1540
29/10/2020,27,47784,2800194,58.6,18,33,28,-1,-30,4,11.08,14.43,12.76,45,14,19,5,0,1612
30/10/2020,27,47784,2800194,58.6,-61,-24,-13,-34,-39,18,10.97,16.5,13.73,38,23,12,7,0,1771
31/10/2020,27,47784,2800194,58.6,-69,-28,-30,-43,-29,16,3.9,17.62,10.76,53,20,16,9,0,1822
01/11/2020,27,47784,2800194,58.6,-61,-33,-35,-32,-31,11,9.25,18.25,13.75,50,18,20,8,0,1939
02/11/2020,27,47784,2800194,58.6,-48,-12,1,-28,-23,10,14.73,20.22,17.48,46,14,28,3,0,2133
03/11/2020,27,47784,2800194,58.6,-52,-14,-10,-28,-25,12,8.83,12.27,10.55,29,17,24,9,0,2341
04/11/2020,27,47784,2800194,58.6,-57,-21,-16,-31,-24,13,2.12,11.1,6.61,21,21,13,11,0,2478
05/11/2020,27,47784,2800194,58.6,-52,-13,-15,-32,-23,12,3.65,12.8,8.23,32,16,8,10,0,2590
06/11/2020,27,47784,2800194,58.6,-54,-14,-13,-39,-24,14,1.53,15.48,8.51,37,16,27,8,0,2724
07/11/2020,27,47784,2800194,58.6,-66,-24,-36,-65,-28,16,6.13,16.5,11.32,23,12,24,4,0,2774
08/11/2020,27,47784,2800194,58.6,-60,-29,-25,-64,-31,12,9.42,18.02,13.72,14,14,21,9,0,2894
09/11/2020,27,47784,2800194,58.6,-45,-14,3,-32,-24,11,8.27,18.28,13.28,34,29,11,9,0,3129
